,text,polarity
2356,تراث تاريخي يحتاج لإعادة ترميم ليكون على مستوى عالمي,Positive
2357,تاريخ لاينسى,Positive
2358,المبلغ مبالغ فيه,Positive
2359,مكان مميز وجعل تعلم العلم للاطفال اكثر متعه ويصلح للكبار بعد,Negative
2360,مكان لا تندم على زيارتك له قمه في الروعة,Positive
2361,مكان مميز يستحق المجيء له لكتشاف الماضي,Positive
2362,جملة جدآ ومكان خيالي وفيه ارث وحضارة عظيمة 🔥🔥🎶,Positive
2363,نظافه اهتمام ترتيب,Positive
2364,لايمت,Positive
2365,وين جدا وريحة بيارات الله يكرمكم نجمه عشان اعلق بس,Positive
2366,اكثر من رائع وراحه نفسية,Neutral
2367,بحيرة جميلة جدا رووعه فيها عيب واحد سببه الزوار وهو رمي بعض الخبز في هذه المياة,Neutral
2368,المكان جدا جميل كتراث من صور ومحتويات قديمة الاكل لابأس به,Neutral
2369,أن تسمية جبرة التي أطلق اسمها على هذه المنطقة تعود إلى زوجة أمير مكة والطائف محمد بن هشام المخزومي جبرة المخزومية والذي تولى إمارة مكة والطائف في عهد الخليفة هشام بن عبدالملك سنة  من الهجرة وقد ذكرها الشاعر العرجي بقولهعوجي علينا وسلمي جبرة فيم الصدود وأنتم سفروبها الآن عدة مزارع وبساتين غناء وجداول مياه غزيرة على ضفاف نهاية وادي وج مرورا بوادي العرج  وجبرة مزارع في وادي الجفيجف شرق الطائف فيها بئر يخرج ماؤها من عمق مترين ونصف وفيها بساتين وأضاف أن قصر جبرة ومزرعته الواقعة على وادي وج بين الطائف والعرج كان مكانا يجتمع فيه المصطافون بعد العصر فيكتظ بالعائلات والرواد فأقيمت فيه مقاه يجري الماء بجانبها فيحيل جنبات الوادي إلى أماكن خضرة نضرة وأضاف أن المتجه إلى الشمال الشرقي يصادفه المتنزه الجميل المعروف باسم جبر وهذا المتنزه كان في الأصل في بداية العهد السعودي تحت يد الشريف عبدالله بن فراج المربي وأخيه المرحوم الشريف عارف وجماعتهم ثم تم تحكيره في عهد جلالة المغفور له الملك عبدالعزيز للشيخ عبدالله السليمان الحمدان وحيث استصلح الموقع على ضفة وادي وج وحوله إلى بستان رائع وبنى فيه قصرا جميلا وهو ما عرف بقصر جبرة وأشار إلى أن القصر الواقع بجبرة قصر ابن سليمان كان يعهده الوزير عبدالله السليمان رحمه الله فكان المتنزه غاية في التنظيم والتنسيق والبهجة كما يعد متنزها ومتنفسا للأهالي والمصطافين خلال فصول الصيف والأعياد قديما وفي كل الأوقات «القيلات» أو الاستمتاع بالخروج بعد العصر إلى وقت الغروب القصر سكنه الملك سعود بن عبدالعزيز رحمه الله حين كان وليا للعهد وقد أدى حج  رئيس الجمهورية المصرية اللواء أركان حرب محمد نجيب وكان في ضيافة الأمير سعود ولي العهد بعد أدائه مناسك الحج فنزل في قصر جبرة بالطائف مدة إقامته مؤكدا أن التاريخ يسجل بأن زيارة الرئيس المصري إلى الطائف تعد حدثا تاريخيا لما تتمتع به مدينة الطائف وقصر جبرة من جو ومكان جميل,Positive
2370,ممتازه جدا للعوائل والاطفال خصوصا بايام الصيف,Positive
2371,مره ممتاز,Positive
2372,تجربة رائعه جداً 👍,Positive
2373,جبل قاره مغاراته جميله اجواءه ممتازه,Positive
2374,مناسبه جدا للاطفال وحلوه,Positive
2375,جميل متنوع تعجبني الاستعرضاتزالثقافيه,Positive
2376,المكان مزدحم غالبا صباحا و اكثر ازدحام مساءا  تتنوع المطاعم و المقاهي البوليفاد ليس خيار جيد لمن يبحث عن الهدوء والعمل ولكن الطعام جيد جدا في بعض المطاعم,Neutral
2377,مكان لا يفوت,Positive
2378,الحديقة تطورت كثير عن أول يعني الواحد يحب يروح يغير جو فيها زحمة لكن حلوة بالرغم من أني ماتعجبني فكرة حبس الحيوانات إلا أننا قضينا يوماً ممتعاً في الحديقة,Negative
2379,اتمنى يكون فيه كافيهات ومطاعم ومحلات المكان جداً جميل,Neutral
2380,أجمل مكان مريح للنفس بجيزان,Positive
2381,ممتعة جداً وجميلة تنفع للأطفال جداً,Positive
2382,مكان يستحق الزيارة فيه مناظر حلوة ينقصه الاهتمام من قبل البلدية من تعبيد الطريق والقضاء على الباعوض,Positive
2383,رايق يستحق الزيارة كوفيهات ومطاعم,Neutral
2384,غالي ومكان خاص بالتفاخر والتظاهر مناسب لمن يحب هذه الامور,Negative
2385,ليست رائعه جدا,Positive
2386,ممتاز جدا انصح بالزيارة للمهتم,Positive
2387,مكان  ممتع,Positive
2388,مناظر تجيب العافيه,Positive
2389,حديقة جميلة  بديعة  متنوعة  نظيفة  ممرات سلسة  تشجير لكامل الحديقة  حتى على سقف مكان الفرجة على الحيوانات,Positive
2390,مبلغ بسعر التذكرة والقرية التراثية تعاني من عدم الاهتمام,Neutral
2391,مكان هادي ورايق بس لاتوجد اي فعاليه,Positive
2392,يجن المكان ورائق وبينبسطون فيه الصغار مرة مرة ممتاز اكن أفضله وقت الربيع,Negative
2393,حديقة اكثر من رائعة لفت إنتباهي نظافة الحديقة والممرات وجهة جميلة للعائلات لقضاء وقت للإستكشاف والمتعة للاطفال,Negative
2394,قلعة الاشراف,Positive
2395,جميل وهادي واخلاق الدخول بشكل مجاني من أروع الأماكن اللي زرتهم طبعا لم اصور المعرض بالكامل ولكن هذا الموقع شدني وتم تصويره,Positive
2396,جميل المكان ومرتب,Positive
2397,تجربة ممتعة جدا و فريدة استمتعت جدا بتصميم المكان وابهرني التنظيم والترتيب اشكر الموظفات على تعامل اللطيف 💘🤝,Positive
2398,لايوجد اهتمام به وأعاده ترميمه,Positive
2399,رخيص وجميل,Positive
2400,مكان الاستجمام المفضل لكل العائلة,Positive
2401,جيده مافي جديد نفس كل عام,Negative
2402,كتير حلوة بس انتبهوا ممنوع اخد قهوة او شاي او اكل,Negative
2403,جيد ويحتاج تشغيل مقاطع الفيديو المتوفرة ولكن لا تعمل ولا يوجد مرشدين في المتحف أو كشكات بيع برا المتحف لجذب السياح,Positive
2404,مزار سياحي مميز سعر التذكرة مرتفع قليلا ٥٠ ريال,Positive
2405,قمة في الروعه,Positive
2406,زيارة جميلة متحف أثري قيم,Positive
2407,الصوره المجانيه للاطفال حاجه جميله اتمنى تكون مستمره على طول,Negative
2408,تحت البناء حاليا,Positive
2409,من المجمعات المشهوره واليووك افضل مته بكثير,Positive
2410,مهرجان ممتع  يحتاج ثلاثة أيام على الاقل لتغطية ما يتضمنه المهرجان من فعاليات وتراث وشعبيات,Neutral
2411,اسهارهم غاليه  قتل للسياحه الداخليه,Positive
